Fighter_ID,Fight_ID,Fight_Name,Fight_Date,ROUND,TIME,Outcome,Result_draw,Result_loss,Result_nc,Result_win,METHOD_CNC,METHOD_DQ,METHOD_Decision,METHOD_KO/TKO,METHOD_M-DEC,METHOD_Other,METHOD_Overturned,METHOD_S-DEC,METHOD_SUB,METHOD_U-DEC,Result_win_cumulative,Result_loss_cumulative,Result_nc_cumulative,Result_draw_cumulative,METHOD_CNC_cumulative,METHOD_DQ_cumulative,METHOD_Decision_cumulative,METHOD_KO/TKO_cumulative,METHOD_M-DEC_cumulative,METHOD_Other_cumulative,METHOD_Overturned_cumulative,METHOD_S-DEC_cumulative,METHOD_SUB_cumulative,METHOD_U-DEC_cumulative
00debc804e2b1cd4,adc1b34f6988bd68,UFC Fight Night: Hunt vs Bigfoot,2013-12-06,2,5:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
00debc804e2b1cd4,920b8aae22c04f13,UFC Fight Night: Rockhold vs Bisping,2014-11-07,1,2:16,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
00debc804e2b1cd4,8a39075a9ffaa971,UFC Fight Night: Miocic vs Hunt,2015-05-09,2,4:54,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0
00e11b5c8b7bfeeb,c0002de181334f3e,Strikeforce - Young Guns 2,2008-02-01,1,1:49,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
00e11b5c8b7bfeeb,8341fcd67319ebeb,Strikeforce - Destruction,2008-11-21,1,3:06,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
00e11b5c8b7bfeeb,e8ac219311ea7d0b,Strikeforce - Shamrock vs. Diaz,2009-04-11,1,4:07,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0
00e11b5c8b7bfeeb,9fa30ed017f7cb6e,Strikeforce Challengers 2,2009-06-19,1,0:30,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0
00e11b5c8b7bfeeb,d936b0208158d710,Strikeforce Challengers 4,2009-11-06,1,3:42,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0
00e11b5c8b7bfeeb,bc6378fadcb73273,Strikeforce Challengers 6,2010-02-26,1,2:24,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0
00e11b5c8b7bfeeb,4bda39f114f1ccdb,Strikeforce - Barnett vs. Kharitonov,2011-09-10,5,5:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,1.0
00e11b5c8b7bfeeb,2ca03d08d37161cb,Strikeforce - Rockhold vs. Jardine,2012-01-07,1,4:26,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,1.0
00e11b5c8b7bfeeb,fb7ddb21affc10c1,Strikeforce - Rockhold vs Kennedy,2012-07-14,5,5:00,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0
00e11b5c8b7bfeeb,110d18c0953bde1d,UFC on FX: Belfort vs. Rockhold,2013-05-18,1,2:32,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0
00e11b5c8b7bfeeb,0f3e6876516edeaf,UFC Fight Night: Rockhold vs Philippou,2014-01-15,1,2:31,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,4.0,2.0
00e11b5c8b7bfeeb,9b10db4499b211b7,UFC 172: Jones vs Teixeira,2014-04-26,1,2:08,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,2.0
00e11b5c8b7bfeeb,3d741cee0dffe165,UFC Fight Night: Rockhold vs Bisping,2014-11-07,2,0:57,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,2.0
00e11b5c8b7bfeeb,5965800d88e0677c,UFC on FOX: Machida vs Rockhold,2015-04-18,2,2:31,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,ff389a4326fc9255,UFC 194: Aldo vs McGregor,2015-12-12,4,3:12,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,812ff38f0ed409ca,UFC 199: Rockhold vs. Bisping 2,2016-06-04,1,3:36,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,24438a644b975751,UFC Fight Night: Rockhold vs. Branch,2017-09-16,2,4:05,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,9444cfe0c7c0f6a7,UFC 221: Romero vs. Rockhold,2018-02-10,3,1:48,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,531d9676d767da66,UFC 239: Jones vs. Santos,2019-07-06,2,1:39,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,2.0
00e11b5c8b7bfeeb,2de6652160cc7b9f,UFC 278: Usman vs. Edwards,2022-08-20,3,5:00,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,7.0,3.0
010986ee359fb863,db620510bbb3f0af,UFC Fight Night: Maynard vs Diaz,2010-01-11,3,3:24,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
010986ee359fb863,c795c4b7beb89bee,UFC 113: Machida vs Shogun 2,2010-05-08,1,2:42,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
